s transe;p transe;o transe;head rank transe;tail rank transe;s conve;p conve;o conve;head rank conve;tail rank conve;s complex;p complex;o complex;head rank complex;tail rank complex
matilda_of_brandenburg_duchess_of_brunswic_l_neburg;spouse;otto_i_duke_of_brunswic_l_neburg;276;383;matilda_of_brandenburg_duchess_of_brunswic_l_neburg;spouse;otto_i_duke_of_brunswic_l_neburg;1;2;matilda_of_brandenburg_duchess_of_brunswic_l_neburg;spouse;otto_i_duke_of_brunswic_l_neburg;1;1
guy_count_of_flanders;spouse;matilda_of_b_thune;272;384;guy_count_of_flanders;spouse;matilda_of_b_thune;2;2;guy_count_of_flanders;spouse;matilda_of_b_thune;1;1
catherine_of_foix_countess_of_candale;spouse;gaston_de_foix_count_of_candale;158;392;catherine_of_foix_countess_of_candale;spouse;gaston_de_foix_count_of_candale;1;3;catherine_of_foix_countess_of_candale;spouse;gaston_de_foix_count_of_candale;1;1
philippe_i_duke_of_orl_ans;spouse;elizabeth_charlotte_madame_palatine;238;409;philippe_i_duke_of_orl_ans;spouse;elizabeth_charlotte_madame_palatine;1;3;philippe_i_duke_of_orl_ans;spouse;elizabeth_charlotte_madame_palatine;1;1
isabella_of_portugal_duchess_of_burgundy;spouse;philip_the_good;1307;418;isabella_of_portugal_duchess_of_burgundy;spouse;philip_the_good;4;1;isabella_of_portugal_duchess_of_burgundy;spouse;philip_the_good;1;1
henry_i_count_of_champagne;spouse;marie_of_france_countess_of_champagne;158;426;henry_i_count_of_champagne;spouse;marie_of_france_countess_of_champagne;4;5;henry_i_count_of_champagne;spouse;marie_of_france_countess_of_champagne;1;1
robert_count_of_clermont;spouse;beatrice_of_burgundy_lady_of_bourbon;395;445;robert_count_of_clermont;spouse;beatrice_of_burgundy_lady_of_bourbon;93;299;robert_count_of_clermont;spouse;beatrice_of_burgundy_lady_of_bourbon;1;3
theobald_iii_count_of_blois;spouse;gersende_of_maine;531;466;theobald_iii_count_of_blois;spouse;gersende_of_maine;1;2;theobald_iii_count_of_blois;spouse;gersende_of_maine;1;1
louis_xi;spouse;charlotte_of_savoy;199;501;louis_xi;spouse;charlotte_of_savoy;359;639;louis_xi;spouse;charlotte_of_savoy;2;2
henry_i_of_navarre;spouse;blanche_of_artois;285;502;henry_i_of_navarre;spouse;blanche_of_artois;4;4;henry_i_of_navarre;spouse;blanche_of_artois;1;1
clementia_of_burgundy;spouse;godfrey_i_count_of_louvain;1798;530;clementia_of_burgundy;spouse;godfrey_i_count_of_louvain;1;1;clementia_of_burgundy;spouse;godfrey_i_count_of_louvain;1;1
charles_iii_duke_of_savoy;spouse;beatrice_of_portugal_duchess_of_savoy;740;544;charles_iii_duke_of_savoy;spouse;beatrice_of_portugal_duchess_of_savoy;3;4;charles_iii_duke_of_savoy;spouse;beatrice_of_portugal_duchess_of_savoy;1;1
margaret_countess_of_vertus;spouse;richard_count_of__tampes;19;549;margaret_countess_of_vertus;spouse;richard_count_of__tampes;2;2;margaret_countess_of_vertus;spouse;richard_count_of__tampes;1;1
blanche_of_navarre_duchess_of_brittany;spouse;john_i_duke_of_brittany;1464;554;blanche_of_navarre_duchess_of_brittany;spouse;john_i_duke_of_brittany;178;125;blanche_of_navarre_duchess_of_brittany;spouse;john_i_duke_of_brittany;2;2
elisabeth_of_austria_duchess_of_lorraine;spouse;frederick_iv_duke_of_lorraine;965;566;elisabeth_of_austria_duchess_of_lorraine;spouse;frederick_iv_duke_of_lorraine;2;1;elisabeth_of_austria_duchess_of_lorraine;spouse;frederick_iv_duke_of_lorraine;1;1
augustus_iii_of_poland;spouse;maria_josepha_of_austria;661;578;augustus_iii_of_poland;spouse;maria_josepha_of_austria;1;3;augustus_iii_of_poland;spouse;maria_josepha_of_austria;1;1
william_i_count_of_hainaut;spouse;joan_of_valois_countess_of_hainaut;168;621;william_i_count_of_hainaut;spouse;joan_of_valois_countess_of_hainaut;6;4;william_i_count_of_hainaut;spouse;joan_of_valois_countess_of_hainaut;1;1
matilda_of_saxony_countess_of_flanders;spouse;baldwin_iii_count_of_flanders;640;640;matilda_of_saxony_countess_of_flanders;spouse;baldwin_iii_count_of_flanders;3;2;matilda_of_saxony_countess_of_flanders;spouse;baldwin_iii_count_of_flanders;1;1
baldwin_ii_margrave_of_flanders;spouse;_lfthryth_countess_of_flanders;217;651;baldwin_ii_margrave_of_flanders;spouse;_lfthryth_countess_of_flanders;1;2;baldwin_ii_margrave_of_flanders;spouse;_lfthryth_countess_of_flanders;1;1
isabel_of_barcelos;spouse;john_constable_of_portugal;858;677;isabel_of_barcelos;spouse;john_constable_of_portugal;2;3;isabel_of_barcelos;spouse;john_constable_of_portugal;1;1
charles_ii_archduke_of_austria;spouse;maria_anna_of_bavaria_born_1551;1131;684;charles_ii_archduke_of_austria;spouse;maria_anna_of_bavaria_born_1551;84;371;charles_ii_archduke_of_austria;spouse;maria_anna_of_bavaria_born_1551;5;6
agnes_of_loon;spouse;otto_i_duke_of_bavaria;1047;685;agnes_of_loon;spouse;otto_i_duke_of_bavaria;4;2;agnes_of_loon;spouse;otto_i_duke_of_bavaria;1;1
camilla_martelli;spouse;cosimo_i_de_medici_grand_duke_of_tuscany;1575;687;camilla_martelli;spouse;cosimo_i_de_medici_grand_duke_of_tuscany;1;1;camilla_martelli;spouse;cosimo_i_de_medici_grand_duke_of_tuscany;1;1
matilda_of_savoy_queen_of_portugal;spouse;afonso_i_of_portugal;1274;721;matilda_of_savoy_queen_of_portugal;spouse;afonso_i_of_portugal;488;410;matilda_of_savoy_queen_of_portugal;spouse;afonso_i_of_portugal;1;1
giovanni_il_popolano;spouse;caterina_sforza;290;734;giovanni_il_popolano;spouse;caterina_sforza;2;2;giovanni_il_popolano;spouse;caterina_sforza;1;1
arnulf_count_of_holland;spouse;lutgardis_of_luxemburg;1122;739;arnulf_count_of_holland;spouse;lutgardis_of_luxemburg;1;3;arnulf_count_of_holland;spouse;lutgardis_of_luxemburg;1;1
antoinette_of_bourbon;spouse;claude_duke_of_guise;969;748;antoinette_of_bourbon;spouse;claude_duke_of_guise;2;3;antoinette_of_bourbon;spouse;claude_duke_of_guise;1;1
hortense_de_beauharnais;spouse;louis_bonaparte;248;815;hortense_de_beauharnais;spouse;louis_bonaparte;1368;469;hortense_de_beauharnais;spouse;louis_bonaparte;1;2
charlotte_agla__d_orl_ans;spouse;francesco_iii_d_este_duke_of_modena;106;818;charlotte_agla__d_orl_ans;spouse;francesco_iii_d_este_duke_of_modena;2;2;charlotte_agla__d_orl_ans;spouse;francesco_iii_d_este_duke_of_modena;1;1
theobald_i_of_navarre;spouse;margaret_of_bourbon_queen_of_navarre;463;890;theobald_i_of_navarre;spouse;margaret_of_bourbon_queen_of_navarre;1;1;theobald_i_of_navarre;spouse;margaret_of_bourbon_queen_of_navarre;1;1
alice_of_namur;spouse;baldwin_iv_count_of_hainaut;293;956;alice_of_namur;spouse;baldwin_iv_count_of_hainaut;2;2;alice_of_namur;spouse;baldwin_iv_count_of_hainaut;1;1
philip_ii_of_france;spouse;ingeborg_of_denmark_queen_of_france;805;963;philip_ii_of_france;spouse;ingeborg_of_denmark_queen_of_france;2;5;philip_ii_of_france;spouse;ingeborg_of_denmark_queen_of_france;1;1
alfonso_ix_of_le_n;spouse;theresa_of_portugal_queen_of_le_n;459;989;alfonso_ix_of_le_n;spouse;theresa_of_portugal_queen_of_le_n;1;2;alfonso_ix_of_le_n;spouse;theresa_of_portugal_queen_of_le_n;1;1
louis_xii;spouse;mary_tudor_queen_of_france;379;1024;louis_xii;spouse;mary_tudor_queen_of_france;1744;2230;louis_xii;spouse;mary_tudor_queen_of_france;311;266
volodar_glebovich_prince_of_minsk;spouse;richeza_of_poland_queen_of_sweden;1046;1056;volodar_glebovich_prince_of_minsk;spouse;richeza_of_poland_queen_of_sweden;1401;908;volodar_glebovich_prince_of_minsk;spouse;richeza_of_poland_queen_of_sweden;2;1
john_i_duke_of_brittany;spouse;blanche_of_navarre_duchess_of_brittany;507;1106;john_i_duke_of_brittany;spouse;blanche_of_navarre_duchess_of_brittany;122;177;john_i_duke_of_brittany;spouse;blanche_of_navarre_duchess_of_brittany;2;2
beatrice_of_castile_1242_1303;spouse;afonso_iii_of_portugal;1493;1154;beatrice_of_castile_1242_1303;spouse;afonso_iii_of_portugal;201;114;beatrice_of_castile_1242_1303;spouse;afonso_iii_of_portugal;2;1
louis_xiv;spouse;fran_oise_ath_na_s_de_rochechouart_marquise_de_montespan;92;1199;louis_xiv;spouse;fran_oise_ath_na_s_de_rochechouart_marquise_de_montespan;808;233;louis_xiv;spouse;fran_oise_ath_na_s_de_rochechouart_marquise_de_montespan;2;3
odo_iii_duke_of_burgundy;spouse;theresa_of_portugal_countess_of_flanders;417;1211;odo_iii_duke_of_burgundy;spouse;theresa_of_portugal_countess_of_flanders;1;3;odo_iii_duke_of_burgundy;spouse;theresa_of_portugal_countess_of_flanders;1;1
afonso_i_of_portugal;spouse;matilda_of_savoy_queen_of_portugal;224;1225;afonso_i_of_portugal;spouse;matilda_of_savoy_queen_of_portugal;395;508;afonso_i_of_portugal;spouse;matilda_of_savoy_queen_of_portugal;1;1
blanche_of_brittany;spouse;philip_of_artois;1426;1241;blanche_of_brittany;spouse;philip_of_artois;1;3;blanche_of_brittany;spouse;philip_of_artois;1;1
philip_ii_of_spain;spouse;mary_i_of_england;217;1281;philip_ii_of_spain;spouse;mary_i_of_england;1;1;philip_ii_of_spain;spouse;mary_i_of_england;1;1
landgravine_elisabeth_amalie_of_hesse_darmstadt;spouse;philip_william_elector_palatine;40;1355;landgravine_elisabeth_amalie_of_hesse_darmstadt;spouse;philip_william_elector_palatine;1;2;landgravine_elisabeth_amalie_of_hesse_darmstadt;spouse;philip_william_elector_palatine;1;1
charles_vi_of_france;spouse;isabeau_of_bavaria;1728;1361;charles_vi_of_france;spouse;isabeau_of_bavaria;3;7;charles_vi_of_france;spouse;isabeau_of_bavaria;1;1
john_ii_of_portugal;spouse;eleanor_of_viseu;701;1385;john_ii_of_portugal;spouse;eleanor_of_viseu;3;2;john_ii_of_portugal;spouse;eleanor_of_viseu;1;1
maria_anna_of_bavaria_born_1551;spouse;charles_ii_archduke_of_austria;957;1399;maria_anna_of_bavaria_born_1551;spouse;charles_ii_archduke_of_austria;361;87;maria_anna_of_bavaria_born_1551;spouse;charles_ii_archduke_of_austria;8;4
henry_ii_of_castile;spouse;juana_manuel;282;1455;henry_ii_of_castile;spouse;juana_manuel;2;3;henry_ii_of_castile;spouse;juana_manuel;1;1
marie_louise_duchess_of_parma;spouse;charles_ren__de_bombelles;8;1460;marie_louise_duchess_of_parma;spouse;charles_ren__de_bombelles;1;1;marie_louise_duchess_of_parma;spouse;charles_ren__de_bombelles;1;1
eadgifu_of_wessex;spouse;herbert_iii_of_omois;655;1595;eadgifu_of_wessex;spouse;herbert_iii_of_omois;1;1;eadgifu_of_wessex;spouse;herbert_iii_of_omois;1;1
henry_i_of_france;spouse;matilda_of_frisia;303;1715;henry_i_of_france;spouse;matilda_of_frisia;1;5;henry_i_of_france;spouse;matilda_of_frisia;1;1
joseph_i_holy_roman_emperor;spouse;wilhelmine_amalie_of_brunswick;544;1755;joseph_i_holy_roman_emperor;spouse;wilhelmine_amalie_of_brunswick;3;1;joseph_i_holy_roman_emperor;spouse;wilhelmine_amalie_of_brunswick;1;1
charles_emmanuel_iii_of_sardinia;spouse;polyxena_of_hesse_rotenburg;59;1837;charles_emmanuel_iii_of_sardinia;spouse;polyxena_of_hesse_rotenburg;1;3;charles_emmanuel_iii_of_sardinia;spouse;polyxena_of_hesse_rotenburg;1;1
william_ix_duke_of_aquitaine;spouse;ermengarde_of_anjou_d._1146;26;1870;william_ix_duke_of_aquitaine;spouse;ermengarde_of_anjou_d._1146;1;4;william_ix_duke_of_aquitaine;spouse;ermengarde_of_anjou_d._1146;1;1
afonso_iii_of_portugal;spouse;beatrice_of_castile_1242_1303;499;1987;afonso_iii_of_portugal;spouse;beatrice_of_castile_1242_1303;97;210;afonso_iii_of_portugal;spouse;beatrice_of_castile_1242_1303;1;2
henry_i_duke_of_brabant;spouse;marie_of_france_duchess_of_brabant;833;2257;henry_i_duke_of_brabant;spouse;marie_of_france_duchess_of_brabant;1969;2492;henry_i_duke_of_brabant;spouse;marie_of_france_duchess_of_brabant;1606;1536
countess_sophia_albertine_of_erbach_erbach;spouse;ernest_frederick_i_duke_of_saxe_hildburghausen;382;2297;countess_sophia_albertine_of_erbach_erbach;spouse;ernest_frederick_i_duke_of_saxe_hildburghausen;1;2;countess_sophia_albertine_of_erbach_erbach;spouse;ernest_frederick_i_duke_of_saxe_hildburghausen;1;1
joseph_ii_holy_roman_emperor;successor;leopold_ii_holy_roman_emperor;1382;3;joseph_ii_holy_roman_emperor;successor;leopold_ii_holy_roman_emperor;2;1;joseph_ii_holy_roman_emperor;successor;leopold_ii_holy_roman_emperor;1;1
dirk_ii_count_of_holland;successor;arnulf_count_of_holland;98;7;dirk_ii_count_of_holland;successor;arnulf_count_of_holland;1;2;dirk_ii_count_of_holland;successor;arnulf_count_of_holland;1;1
carloman_mayor_of_the_palace;successor;pepin_the_short;999;14;carloman_mayor_of_the_palace;successor;pepin_the_short;649;14;carloman_mayor_of_the_palace;successor;pepin_the_short;22;7
berengaria_of_castile;successor;ferdinand_iii_of_castile;275;17;berengaria_of_castile;successor;ferdinand_iii_of_castile;2;1;berengaria_of_castile;successor;ferdinand_iii_of_castile;1;1
ernest_i_duke_of_brunswic_l_neburg;successor;william_the_younger_duke_of_brunswic_l_neburg;6;36;ernest_i_duke_of_brunswic_l_neburg;successor;william_the_younger_duke_of_brunswic_l_neburg;1;1;ernest_i_duke_of_brunswic_l_neburg;successor;william_the_younger_duke_of_brunswic_l_neburg;1;1
cosimo_de_medici;successor;piero_di_cosimo_de_medici;37;38;cosimo_de_medici;successor;piero_di_cosimo_de_medici;1;1;cosimo_de_medici;successor;piero_di_cosimo_de_medici;1;1
victor_amadeus_ii_of_sardinia;successor;charles_emmanuel_iii_of_sardinia;180;47;victor_amadeus_ii_of_sardinia;successor;charles_emmanuel_iii_of_sardinia;1;1;victor_amadeus_ii_of_sardinia;successor;charles_emmanuel_iii_of_sardinia;1;1
john_iii_duke_of_brittany;successor;john_of_montfort;821;50;john_iii_duke_of_brittany;successor;john_of_montfort;2;2;john_iii_duke_of_brittany;successor;john_of_montfort;1;1
francesco_i_sforza;successor;galeazzo_maria_sforza;4;53;francesco_i_sforza;successor;galeazzo_maria_sforza;1;1;francesco_i_sforza;successor;galeazzo_maria_sforza;1;1
odo_iv_duke_of_burgundy;successor;philip_i_duke_of_burgundy;866;54;odo_iv_duke_of_burgundy;successor;philip_i_duke_of_burgundy;1;1;odo_iv_duke_of_burgundy;successor;philip_i_duke_of_burgundy;1;1
louis_i_of_anjou;successor;louis_ii_of_anjou;853;55;louis_i_of_anjou;successor;louis_ii_of_anjou;1;1;louis_i_of_anjou;successor;louis_ii_of_anjou;1;1
geoffrey_plantagenet_count_of_anjou;successor;henry_ii_of_england;281;61;geoffrey_plantagenet_count_of_anjou;successor;henry_ii_of_england;1;2;geoffrey_plantagenet_count_of_anjou;successor;henry_ii_of_england;1;1
charles_vi_holy_roman_emperor;successor;victor_amadeus_ii_of_sardinia;707;71;charles_vi_holy_roman_emperor;successor;victor_amadeus_ii_of_sardinia;1;1;charles_vi_holy_roman_emperor;successor;victor_amadeus_ii_of_sardinia;1;1
philip_i_of_castile;successor;charles_v_holy_roman_emperor;827;78;philip_i_of_castile;successor;charles_v_holy_roman_emperor;1;1;philip_i_of_castile;successor;charles_v_holy_roman_emperor;1;1
louis_duke_of_orl_ans_1703_1752;successor;louis_philippe_i_duke_of_orl_ans;153;112;louis_duke_of_orl_ans_1703_1752;successor;louis_philippe_i_duke_of_orl_ans;2;1;louis_duke_of_orl_ans_1703_1752;successor;louis_philippe_i_duke_of_orl_ans;1;1
richard_i_of_england;successor;john_king_of_england;558;130;richard_i_of_england;successor;john_king_of_england;4;2;richard_i_of_england;successor;john_king_of_england;1;1
john_ii_of_france;successor;philip_the_bold;257;164;john_ii_of_france;successor;philip_the_bold;1;2;john_ii_of_france;successor;philip_the_bold;1;1
ecgberht_king_of_wessex;successor;_thelwulf_king_of_wessex;71;169;ecgberht_king_of_wessex;successor;_thelwulf_king_of_wessex;1;1;ecgberht_king_of_wessex;successor;_thelwulf_king_of_wessex;1;1
otto_i_duke_of_saxony;successor;henry_the_fowler;1169;200;otto_i_duke_of_saxony;successor;henry_the_fowler;2535;2543;otto_i_duke_of_saxony;successor;henry_the_fowler;3;1
alfonso_ii_count_of_provence;successor;ramon_berenguer_iv_count_of_provence;47;226;alfonso_ii_count_of_provence;successor;ramon_berenguer_iv_count_of_provence;10;3;alfonso_ii_count_of_provence;successor;ramon_berenguer_iv_count_of_provence;1;1
ferdinand_philippe_duke_of_orl_ans;successor;prince_philippe_count_of_paris;290;229;ferdinand_philippe_duke_of_orl_ans;successor;prince_philippe_count_of_paris;1;1;ferdinand_philippe_duke_of_orl_ans;successor;prince_philippe_count_of_paris;1;1
philip_i_of_france;successor;louis_vi_of_france;302;249;philip_i_of_france;successor;louis_vi_of_france;4;2;philip_i_of_france;successor;louis_vi_of_france;1;1
louis_philippe_i;successor;ferdinand_philippe_duke_of_orl_ans;13;253;louis_philippe_i;successor;ferdinand_philippe_duke_of_orl_ans;1;2;louis_philippe_i;successor;ferdinand_philippe_duke_of_orl_ans;1;1
charles_iii_duke_of_lorraine;successor;henry_ii_duke_of_lorraine;52;271;charles_iii_duke_of_lorraine;successor;henry_ii_duke_of_lorraine;1;2;charles_iii_duke_of_lorraine;successor;henry_ii_duke_of_lorraine;1;1
joan_ii_of_navarre;successor;charles_ii_of_navarre;621;273;joan_ii_of_navarre;successor;charles_ii_of_navarre;1;3;joan_ii_of_navarre;successor;charles_ii_of_navarre;1;1
james_i_of_aragon;successor;peter_iii_of_aragon;3;294;james_i_of_aragon;successor;peter_iii_of_aragon;1;2;james_i_of_aragon;successor;peter_iii_of_aragon;1;1
henry_ii_of_navarre;successor;antoine_of_navarre;417;299;henry_ii_of_navarre;successor;antoine_of_navarre;43;171;henry_ii_of_navarre;successor;antoine_of_navarre;2;1
theresa_countess_of_portugal;successor;afonso_i_of_portugal;148;302;theresa_countess_of_portugal;successor;afonso_i_of_portugal;1;1;theresa_countess_of_portugal;successor;afonso_i_of_portugal;1;1
frederick_william_duke_of_mecklenburg_schwerin;successor;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;836;324;frederick_william_duke_of_mecklenburg_schwerin;successor;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;1;1;frederick_william_duke_of_mecklenburg_schwerin;successor;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;1;1
louis_iv_of_france;successor;lothair_of_france;336;338;louis_iv_of_france;successor;lothair_of_france;1;1;louis_iv_of_france;successor;lothair_of_france;1;1
ladislaus_the_posthumous;successor;frederick_iii_holy_roman_emperor;1916;355;ladislaus_the_posthumous;successor;frederick_iii_holy_roman_emperor;1;1;ladislaus_the_posthumous;successor;frederick_iii_holy_roman_emperor;1;1
louis_xv;successor;louis_xvi;1188;365;louis_xv;successor;louis_xvi;3;4;louis_xv;successor;louis_xvi;1;1
willa_of_tuscany;successor;gerberga_of_m_con;96;369;willa_of_tuscany;successor;gerberga_of_m_con;2;2;willa_of_tuscany;successor;gerberga_of_m_con;1;1
anne_of_brittany;successor;claude_of_france;109;405;anne_of_brittany;successor;claude_of_france;2;1;anne_of_brittany;successor;claude_of_france;1;1
francis_i_holy_roman_emperor;successor;joseph_ii_holy_roman_emperor;92;434;francis_i_holy_roman_emperor;successor;joseph_ii_holy_roman_emperor;2;13;francis_i_holy_roman_emperor;successor;joseph_ii_holy_roman_emperor;1;4
henry_the_lion;successor;otto_i_duke_of_bavaria;12;458;henry_the_lion;successor;otto_i_duke_of_bavaria;1;3;henry_the_lion;successor;otto_i_duke_of_bavaria;1;1
philippe_ii_duke_of_orl_ans;successor;louis_duke_of_orl_ans_1703_1752;42;469;philippe_ii_duke_of_orl_ans;successor;louis_duke_of_orl_ans_1703_1752;1;1;philippe_ii_duke_of_orl_ans;successor;louis_duke_of_orl_ans_1703_1752;1;1
francis_ii_duke_of_brittany;successor;anne_of_brittany;50;572;francis_ii_duke_of_brittany;successor;anne_of_brittany;2;1;francis_ii_duke_of_brittany;successor;anne_of_brittany;1;1
afonso_v_of_portugal;successor;john_ii_of_portugal;45;704;afonso_v_of_portugal;successor;john_ii_of_portugal;1;1;afonso_v_of_portugal;successor;john_ii_of_portugal;1;1
george_ii_of_great_britain;successor;george_iii;277;752;george_ii_of_great_britain;successor;george_iii;4;2;george_ii_of_great_britain;successor;george_iii;1;1
pepin_the_short;successor;charlemagne;756;1053;pepin_the_short;successor;charlemagne;2;2;pepin_the_short;successor;charlemagne;1;1
charles_ii_duke_of_savoy;successor;philip_ii_duke_of_savoy;2138;1379;charles_ii_duke_of_savoy;successor;philip_ii_duke_of_savoy;1076;1910;charles_ii_duke_of_savoy;successor;philip_ii_duke_of_savoy;2060;916
john_iv_duke_of_brittany;successor;john_v_duke_of_brittany;352;1485;john_iv_duke_of_brittany;successor;john_v_duke_of_brittany;1;2;john_iv_duke_of_brittany;successor;john_v_duke_of_brittany;1;1
philip_iv_of_spain;successor;john_iv_of_portugal;790;1548;philip_iv_of_spain;successor;john_iv_of_portugal;1;2;philip_iv_of_spain;successor;john_iv_of_portugal;1;1
louis_the_german;successor;louis_the_younger;84;2019;louis_the_german;successor;louis_the_younger;1;3;louis_the_german;successor;louis_the_younger;1;1
adolphus_frederick_ii_duke_of_mecklenburg_strelitz;successor;adolphus_frederick_iii_duke_of_mecklenburg_strelitz;1055;2306;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;successor;adolphus_frederick_iii_duke_of_mecklenburg_strelitz;1;5;adolphus_frederick_ii_duke_of_mecklenburg_strelitz;successor;adolphus_frederick_iii_duke_of_mecklenburg_strelitz;1;2
